fbi_code,fbi_name,legal_definition,friendly_definition,iucr,primary_type,description,type,index_code
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1650,GAMBLING,VIOL CHARITABLE GAME ACT,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1651,GAMBLING,GAME/CARDS,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1661,GAMBLING,GAME/DICE,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1670,GAMBLING,GAME/AMUSEMENT DEVICE,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1680,GAMBLING,OTHER,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1681,GAMBLING,LOTTERY/PARLAY CARDS,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1682,OTHER OFFENSE,ANIMAL FIGHTING,other,N
19,Gambling,"To unlawfully bet or wager money or something else of value; assist, promote, or operate a game of chance for money or some other stake; possess or transmit wagering information; manufacture, sell, purchase, possess, or transport gambling equipment, devices, or goods; or tamper with the outcome of a sporting event or contest to gain a gambling advantage. ","Betting money; running a gambling operation; manufacturing/etc gambling equipment (typically tk and tk); possessing or transmitting betting information (what is this getting at?); rigging betting events, wether sports games, tk, or tk",1697,GAMBLING,POLICY/OTHER,other,N
01A,Homicide 1st and 2nd degree,The killing of one human being by another.,Purposely killing a person.,0110,HOMICIDE,FIRST DEGREE MURDER,violent,I
01B,Involuntary manslaughter,The killing of another person through negligence.,Killing your fellow man out of negligence.,0141,HOMICIDE,INVOLUNTARY MANSLAUGHTER,violent,N
01B,Involuntary manslaughter,The killing of another person through negligence.,Killing your fellow man out of negligence.,0142,HOMICIDE,RECKLESS HOMICIDE,violent,N
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0810,THEFT,OVER $300,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0810,THEFT,OVER $500,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0820,THEFT,$300 AND UNDER,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0820,THEFT,$500 AND UNDER,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0840,THEFT,FINANCIAL ID THEFT: OVER $300,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0842,THEFT,AGG: FINANCIAL ID THEFT,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0850,THEFT,ATTEMPT THEFT,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0860,THEFT,RETAIL THEFT,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0865,THEFT,DELIVERY CONTAINER THEFT,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0870,THEFT,POCKET-PICKING,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0880,THEFT,PURSE-SNATCHING,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0890,THEFT,FROM BUILDING,property,I
06,Theft,"The unlawful taking, carrying, leading, or riding away of property from the possession or constructive possession of another person. ",Stealing someone's stuff.,0895,THEFT,FROM COIN-OP MACHINE/DEVICE,property,I
22,Liquor license,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, or use of alcoholic beverages. ","Breaking any of the laws that govern the making, shipping, selling, buying, owning, or drinking of alcohol.",2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,other,N
22,Liquor license,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, or use of alcoholic beverages. ","Breaking any of the laws that govern the making, shipping, selling, buying, owning, or drinking of alcohol.",2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,other,N
22,Liquor license,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, or use of alcoholic beverages. ","Breaking any of the laws that govern the making, shipping, selling, buying, owning, or drinking of alcohol.",2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,other,N
22,Liquor license,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, or use of alcoholic beverages. ","Breaking any of the laws that govern the making, shipping, selling, buying, owning, or drinking of alcohol.",2240,LIQUOR LAW VIOLATION,MINOR MISREPRESENT AGE,other,N
22,Liquor license,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, or use of alcoholic beverages. ","Breaking any of the laws that govern the making, shipping, selling, buying, owning, or drinking of alcohol.",2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,other,N
22,Liquor license,"The violation of laws or ordinances prohibiting the manufacture, sale, purchase, transportation, possession, or use of alcoholic beverages. ","Breaking any of the laws that govern the making, shipping, selling, buying, owning, or drinking of alcohol.",2251,LIQUOR LAW VIOLATION,EMPLOY MINOR,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,0584,STALKING,VIOLATION OF STALKING NO CONTACT ORDER,,
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1030,ARSON,POS: EXPLOSIVE/INCENDIARY DEV,property,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1035,ARSON,POS: CHEMICAL/DRY-ICE DEVICE,property,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1330,CRIMINAL TRESPASS,TO LAND,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1335,CRIMINAL TRESPASS,TO AIRPORT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1360,CRIMINAL TRESPASS,TO VEHICLE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1365,CRIMINAL TRESPASS,TO RESIDENCE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,sensitive,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1715,OFFENSE INVOLVING CHILDREN,SALE TOBACCO PRODUCTS TO MINOR,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1715,OFFENSES INVOLVING CHILDREN,SALE TOBACCO PRODUCTS TO MINOR,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1725,OFFENSE INVOLVING CHILDREN,CONTRIBUTE CRIM DELINQUENCY JUVENILE,sensitive,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1725,OFFENSES INVOLVING CHILDREN,CONTRIBUTE CRIM DELINQUENCY JUVENILE,sensitive,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,sensitive,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1755,OFFENSES INVOLVING CHILDREN,CHILD ABANDONMENT,sensitive,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,sensitive,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2091,NARCOTICS,FORFEIT PROPERTY,quality,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,quality,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,quality,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2111,NARCOTICS,SALE/DEL HYPODERMIC NEEDLE,quality,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2120,NARCOTICS,FAILURE TO KEEP HYPO RECORDS,quality,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2160,NARCOTICS,SALE/DEL DRUG PARAPHERNALIA,quality,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2820,OTHER OFFENSE,TELEPHONE THREAT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,2895,PUBLIC PEACE VIOLATION,INTERFERE W/ EMERGENCY EQUIP,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3000,PUBLIC PEACE VIOLATION,SELL/ADVERTISE FIREWORKS,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3200,PUBLIC PEACE VIOLATION,ARMED VIOLENCE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3300,PUBLIC PEACE VIOLATION,PUBLIC DEMONSTRATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3400,PUBLIC PEACE VIOLATION,LOOTING,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3770,INTERFERENCE WITH PUBLIC OFFICER,CONTRABAND IN PRISON,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3770,INTERFERE WITH PUBLIC OFFICER,CONTRABAND IN PRISON,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3800,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3800,INTERFERE WITH PUBLIC OFFICER,INTERFERENCE JUDICIAL PROCESS,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3910,INTERFERENCE WITH PUBLIC OFFICER,BRIBERY,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3910,INTERFERE WITH PUBLIC OFFICER,BRIBERY,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3920,INTERFERENCE WITH PUBLIC OFFICER,OFFICIAL MISCONDUCT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3920,INTERFERE WITH PUBLIC OFFICER,OFFICIAL MISCONDUCT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3960,INTIMIDATION,INTIMIDATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3966,INTIMIDATION,EDUCATIONAL INTIMIDAITON,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3970,INTIMIDATION,EXTORTION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3975,INTIMIDATION,COMPELLING ORG MEMBERSHIP,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,3980,INTIMIDATION,COMPELLING CONFESSION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4210,KIDNAPPING,KIDNAPPING,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4220,KIDNAPPING,AGGRAVATED,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4230,KIDNAPPING,UNLAWFUL RESTRAINT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4240,KIDNAPPING,FORCIBLE DETENTION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,sensitive,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4388,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4510,OTHER OFFENSE,PROBATION VIOLATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4625,OTHER OFFENSE,PAROLE VIOLATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4652,OTHER OFFENSE,SEX OFFENDER: PROHIBITED ZONE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4740,OTHER OFFENSE,UNLAWFUL USE OF BODY ARMOR,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4750,OTHER OFFENSE,DISCLOSE DV VICTIM LOCATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4800,OTHER OFFENSE,MONEY LAUNDERING,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4810,OTHER OFFENSE,COMPOUNDING A CRIME,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,4860,OTHER OFFENSE,BOARD PLANE WITH WEAPON,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5003,OTHER OFFENSE,OTHER ARSON/EXPLOSIVE INCIDENT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5008,OTHER OFFENSE,FIREARM REGISTRATION VIOLATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5009,OTHER OFFENSE,VIOLATION OF SMOKING BAN,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,500E,OTHER OFFENSE,EAVESDROPPING,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,500N,OTHER OFFENSE,ABUSE/NEGLECT: CARE FACILITY,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5011,OTHER OFFENSE,LICENSE VIOLATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,501H,OTHER OFFENSE,HAZARDOUS MATERIALS VIOLATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,502T,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5073,NON-CRIMINAL (SUBJECT SPECIFIED),NOTIFICATION OF CIVIL NO CONTACT ORDER,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5093,NON-CRIMINAL,LOST PASSPORT,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5094,NON-CRIMINAL,FOUND PASSPORT,,
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5110,OTHER OFFENSE,DUTY TO REGISTER,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5110,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5111,OTHER OFFENSE,GUN OFFENDER ANNUAL REGISTRATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5112,OTHER OFFENSE,DUTY TO REPORT CHANGE OF INFORMATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5112,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,other,N
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5114,NON - CRIMINAL,FOID - REVOCATION,,
26,Miscellaneous,The violation of miscellaneous laws or ordinances.,Everything else. Pick examples that capture the range or if possible the central thrust of the laws.,5130,OTHER OFFENSE,VIOLENT OFFENDER: DUTY TO REGISTER,,
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0918,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE NO VIN",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0925,MOTOR VEHICLE THEFT,"ATT: TRUCK, BUS, MOTOR HOME",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0927,MOTOR VEHICLE THEFT,"ATTEMPT: CYCLE, SCOOTER, BIKE W-VIN",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0928,MOTOR VEHICLE THEFT,"ATTEMPT: CYCLE, SCOOTER, BIKE NO VIN",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0937,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: CYCLE, SCOOTER, BIKE W-VIN",property,I
07,Motor vehicle theft,The theft of a motor vehicle.,Stealing a car or anything else that drives on the road.,0938,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: CYCLE, SCOOTER, BIKE NO VIN",property,I
